Id,SalePrice
1461,116220.68169509374
1462,150476.68623318773
1463,175132.1466058347
1464,195567.89168470816
1465,195934.55364561384
1466,172209.05598182546
1467,181741.13090707175
1468,164767.61889412237
1469,191864.84043429498
1470,120588.1068307669
1471,187345.56267324468
1472,101121.56230278504
1473,95962.29064255166
1474,149907.94585606814
1475,120171.41926023633
1476,350145.531583817
1477,248600.58263100413
1478,291929.5122677747
1479,295028.8829486816
1480,491081.95900588285
1481,325588.6419980935
1482,212918.55085757692
1483,168480.36661187856
1484,168756.78427360413
1485,188825.1368031482
1486,192754.33477489988
1487,326451.898401925
1488,238543.2052544103
1489,187715.2356237314
1490,224984.25189211575
1491,192602.51404397842
1492,90812.8732435302
1493,192723.5581553692
1494,296070.97321214096
1495,284653.6993091268
1496,232906.92921133473
1497,178252.92136269022
1498,169772.65693029328
1499,164670.37253606238
1500,156434.99685223206
1501,171968.68400917712
1502,155930.4658084541
1503,282739.72019182175
1504,247173.0299801841
1505,226235.23905285247
1506,189282.07156277008
1507,244672.01209039317
1508,193117.94911592986
1509,162436.24542219884
1510,144118.74825301144
1511,149255.4524975776
1512,171399.63440787076
1513,145863.90049223386
1514,153278.51429901354
1515,190485.28169255154
1516,153103.54543056415
1517,165818.20369637667
1518,131652.3967535336
1519,211872.23342022471
1520,127958.69200261237
1521,126777.6889529722
1522,177805.9996364251
1523,110956.97774928575
1524,119950.83425910886
1525,119607.2255179536
1526,110810.72058034354
1527,108946.61697057838
1528,135562.1611183329
1529,147534.11755267452
1530,198622.6283358351
1531,116046.23563718461
1532,101436.35684952972
1533,141353.93444109926
1534,124338.17884784611
1535,139660.39690309702
1536,107096.19498261725
1537,65594.7702910423
1538,149577.6040375166
1539,190850.68113530925
1540,89154.78326735013
1541,137638.94173273444
1542,130511.70109643141
1543,183396.97651063817
1544,85960.6680061359
1545,112389.96062078468
1546,134663.02735578566
1547,126619.29715505948
1548,135267.40437780003
1549,118561.78653587341
1550,133059.15423461766
1551,108845.75461116126
1552,137516.64181859244
1553,142026.6978789711
1554,120665.76255678516
1555,152642.41523610844
1556,86135.98981144404
1557,98800.0328106661
1558,102698.6622157179
1559,69800.87330923136
1560,132781.6796203914
1561,117557.32925105748
1562,131579.43793092438
1563,120301.89929993253
1564,154587.84428538743
1565,146703.0940913844
1566,235787.5810164889
1567,81163.60339535162
1568,229659.8990721526
1569,124810.23116655869
1570,139532.032380042
1571,117282.05175985297
1572,139485.11890417704
1573,230279.78669068342
1574,113710.71405568987
1575,226762.5500966412
1576,240758.39704129292
1577,184570.87029487768
1578,146593.3583529463
1579,140328.36495907747
1580,197266.9408476556
1581,153796.20820184622
1582,129743.37758479977
1583,298316.3597189728
1584,224407.89001567647
1585,139348.53558747176
1586,76737.41586191641
1587,104146.677041626
1588,148765.1080140656
1589,95257.12273198643
1590,133989.42443914837
1591,92608.12971934947
1592,111630.62154023872
1593,136121.0369851956
1594,127774.29904800079
1595,107378.04514027265
1596,222010.43401904538
1597,187984.8243303925
1598,216742.29890775116
1599,178889.40195029936
1600,169342.97343966656
1601,69461.7057799763
1602,112797.55188396032
1603,80184.05728916798
1604,259778.1742899616
1605,250477.8371533612
1606,170159.2220243948
1607,174722.8960380989
1608,220227.9692973647
1609,182427.9862567415
1610,147882.27417274157
1611,139171.00307485106
1612,166296.15502471884
1613,164399.46124860484
1614,126666.3980866262
1615,92698.83527934238
1616,79831.76697133834
1617,93723.67256126644
1618,127961.53489308868
1619,145687.1128603063
1620,165474.016650237
1621,132281.2501489845
1622,145637.90050336416
1623,266840.52744953125
1624,206086.64441537455
1625,119526.73741281468
1626,169893.30902379216
1627,188365.84941183997
1628,281612.017944127
1629,181106.27475862674
1630,330471.24688047747
1631,219500.83848236094
1632,232105.79119594058
1633,177145.0302926452
1634,187576.62388763105
1635,177561.6115814734
1636,157232.4960371014
1637,195493.61255203086
1638,184220.45468701594
1639,186418.65027968082
1640,254016.89229869307
1641,179198.4264586954
1642,235480.9141898658
1643,218715.12230816204
1644,234666.37834998485
1645,202741.50384954188
1646,163730.68564572025
1647,161097.44063863932
1648,131451.7774669801
1649,140382.59345990722
1650,116300.28308459
1651,123965.35457783433
1652,102076.066726207
1653,105101.8611049322
1654,150992.06230179686
1655,143695.90582699855
1656,143557.98553266932
1657,152321.98078016168
1658,147553.80445120766
1659,130007.22918703579
1660,155912.5649525745
1661,426833.82409018656
1662,401921.7109317785
1663,370747.6560695287
1664,408443.27693469066
1665,303900.56049267366
1666,325553.2345775423
1667,370936.10143792914
1668,341389.25023796374
1669,309236.3433658711
1670,347021.5339442323
1671,254960.42705816904
1672,428736.29279923846
1673,302191.848153719
1674,246392.5571731083
1675,188100.54131977097
1676,187849.6384405392
1677,213761.5047939679
1678,437980.7141234544
1679,389535.50234434864
1680,318423.7971685838
1681,247055.268520389
1682,318853.1444578296
1683,185601.04334822026
1684,179711.32292823368
1685,174478.78407046126
1686,174480.3407615113
1687,170784.92632805964
1688,189282.5240821246
1689,198347.0026653892
1690,202217.80504951175
1691,191567.90557268355
1692,270340.1659103246
1693,167236.0329696389
1694,185212.91051385048
1695,171535.4378072298
1696,272338.84830862004
1697,176558.26681620002
1698,352536.930478656
1699,317135.8197344624
1700,249704.72622361573
1701,263845.9281113287
1702,236217.6599736305
1703,245346.77135426193
1704,278376.89320345584
1705,241708.703712555
1706,386927.4932065558
1707,207312.5279783153
1708,198148.3081578039
1709,268708.8096866462
1710,222132.03745206547
1711,272720.5644471466
1712,257395.68170626607
1713,272755.5628056985
1714,217818.62096861936
1715,208157.75377947302
1716,181339.19237167377
1717,183231.47130964717
1718,135862.70198869155
1719,201743.18637371308
1720,239922.84024678895
1721,166002.79455495093
1722,123718.34888609922
1723,151825.5142348554
1724,204941.2779574816
1725,241030.47512240347
1726,183340.57928065714
1727,150922.37597466653
1728,181493.6231190555
1729,166545.55181886363
1730,158946.16564571473
1731,123131.92011115405
1732,128931.41072291895
1733,113475.56779243007
1734,121621.61675170889
1735,131195.5322716756
1736,113851.40739838306
1737,312808.8627033554
1738,238908.35141969385
1739,255565.0087430122
1740,200311.65702454312
1741,184300.27852158123
1742,170723.8084892028
1743,182155.9088106361
1744,312142.32478234626
1745,205162.3515071813
1746,191125.5095212203
1747,212994.66498978256
1748,223142.62354540778
1749,143670.31500946023
1750,122364.74772332242
1751,249904.9292653104
1752,120594.50570753645
1753,147373.1247207927
1754,199906.3450290704
1755,159014.6400208902
1756,130413.79968045639
1757,122576.19414840598
1758,144559.5472603312
1759,160655.599309934
1760,165560.51351690284
